Diameter,x,y,z
0.06705490329302846,-1.6630805004388094,-3.101885885000229,5.308154572267085
0.0752052715048194,3.4491705261170864,-2.968004884198308,7.570252355653793
0.041507023656740784,3.4993698950856924,0.6269048266112804,9.228797855321318
0.031958623649552466,1.0625755563378334,1.369612930342555,5.9257166483439505
0.09598268899600952,3.793935278430581,-0.7516167294234037,6.500388078857213
0.041864653402008116,3.0529125705361366,3.0174305960536003,0.8602262032218277
0.0453613363718614,-3.387897150591016,-1.4496146235615015,0.4806146677583456
0.045074293040670455,1.4474402721971273,-3.7503015138208866,1.6170364804565907
0.08939006329979747,2.1759813390672207,2.9261476527899504,0.9398036077618599
0.030496079637669024,-0.5546934623271227,-2.6874594036489725,7.095397727098316
0.03909556238446384,2.759284306317568,-2.790777400135994,1.967957962770015
0.05030968609731644,3.513767644762993,1.3329457603394985,0.40355083299800754
0.061408625026233496,3.9376636669039726,-3.0748720727860928,5.384890653658658
0.07671273373067379,0.8507816512137651,-0.0013702847063541412,1.7099674581550062
0.06191602049861103,-2.4222631342709064,1.99204246327281,4.894741135649383
0.04576759861316532,-0.3608386926352978,3.318781839683652,2.8110323497094214
0.0689723636303097,-3.4726635050028563,0.4295550659298897,0.819292904343456
0.035918102017603815,-3.1236373651772738,-0.21601194888353348,2.134128368925303
0.04063378503546119,-0.6906380634754896,3.154539907351136,4.865793224889785
0.04983234574552625,1.7127157431095839,1.1276651080697775,5.471129149664193
0.3862275929935276,1.2825906611979008,-0.33736160583794117,2.666849512606859
0.03567793346010149,-1.7438187450170517,-2.452203242108226,3.011476674582809
0.03726117260754108,2.498508656397462,-1.186844216659665,2.925458326935768
0.03363762543071061,0.5787939112633467,-2.2532313466072083,4.857742860913277
0.06178605244029313,-3.457285389304161,0.5565036572515965,0.990029547829181
0.04993884843774139,-2.8300709035247564,-1.7925722394138575,7.4091531545855105
0.05331769157666713,-2.466551549732685,2.5003896467387676,8.073883794713765
0.11607446268666535,3.946966899558902,2.3103062137961388,0.5323566333390772
0.04735340617131442,3.0917089637368917,2.895438464358449,8.759283334948123
0.1975261897360906,-1.0543835330754519,-3.6067857574671507,8.192764755804092
0.05457746351137757,-0.6596040427684784,-3.15363223105669,1.3266872824169695
0.04411918313242495,2.600193964317441,3.8741932809352875,5.709524836856872
0.07828751121181995,3.0457534585148096,1.3093830328434706,9.808153468184173
0.031136820279061794,-0.19945255853235722,3.7362845968455076,4.9285551137290895
0.033265764610841866,-2.3891277238726616,-2.096346428617835,9.402846787124872
0.07283846995793283,-1.1856272369623184,2.7755126990377903,3.5224144300445914
0.0515115344338119,1.9029409475624561,2.485413173213601,2.338269385509193
0.0369516115123406,3.916046155616641,2.4179057646542788,8.383908199612051
0.03146027556154877,3.6488929390907288,-2.3994852509349585,0.8598446054384112
0.038323212140239774,-0.8857477307319641,1.012608841061592,5.901919640600681
0.05012847225181758,-1.8665386084467173,0.6972511745989323,7.402203935198486
0.04729344193357974,3.3732643015682697,1.2384606692939997,9.982555047608912
0.041093967142514884,1.5695078130811453,2.8344120010733604,8.037134450860322
0.13243975535500796,2.476782025769353,0.4433987233787775,6.34832618990913
0.0753581817029044,-1.9195430018007755,-3.4275597725063562,4.697215603664517
0.19786012147553264,-3.6684120520949364,-1.313154200091958,9.440395506098866
0.04072420746553689,-1.6455231234431267,-0.9610553402453661,9.198174267075956
0.06780623813159764,1.9792092442512512,-1.598378824070096,9.9894278193824
0.05206114023923874,-2.237546406686306,-0.9648142214864492,9.80860029347241
0.03534673914313316,1.546898739412427,-1.0808010343462229,6.13248098641634
0.03025118386372924,1.7884064558893442,0.6375701557844877,5.084198848344386
0.04040376485325396,3.679878471419215,0.9171240646392107,7.451754049398005
0.033248756062239405,2.9467154406011105,1.7023744452744722,7.8415752202272415
0.034411052521318194,2.4956915639340878,-0.9906959310173988,2.6596072502434254
0.047295782533474266,1.968252930790186,-1.4026382006704807,3.0918509466573596
0.05364574681967497,1.005662390962243,-0.522170539945364,8.620844557881355
0.04215392626821995,-2.5447448398917913,3.432626036927104,4.803908106405288
0.04269307919312268,2.70611759275198,-1.2430592644959688,0.32413076143711805
0.2174641226697713,0.9486765153706074,0.7304175961762667,2.055379427038133
0.05067424390465021,-2.7516881115734577,3.226865366101265,1.1681685596704483
0.05705895218066871,1.7194870933890343,3.3157677371054888,5.599783039651811
0.03462324040010571,3.3933267537504435,1.0378644913434982,3.126079924404621
0.04875902276020497,-1.0541575383394957,-0.9591020811349154,4.545300810132176
0.10191161969676614,3.5776304602622986,3.1392560694366693,6.218035377096385
0.13609601866453885,1.938672836869955,2.5851893462240696,9.095431985333562
0.031167438109405338,-0.9528895355761051,3.8258346896618605,2.653209366835654
0.031113704014569518,-0.45719756744802,1.5779683832079172,4.739637509919703
0.030139284441247582,2.526208207011223,2.776881216093898,2.07511187531054
0.13278804286848753,-1.2673079706728458,-1.40140581689775,1.2009201548062265
0.030182715919800103,0.6468648761510849,-0.29079408571124077,6.250841137953103
0.05409965021070093,-3.1900718435645103,0.3851250484585762,1.0922753438353539
0.05232548543252051,-2.8806885983794928,-0.8186133280396461,3.1596522498875856
0.0789062635647133,-0.9699334818869829,3.3133482057601213,4.719304260797799
0.07208346060477197,-3.066256968304515,2.5250888746231794,9.364281469024718
0.04004622742533684,1.7983623575419188,3.7636823039501905,8.419253011234105
